,0,1,2,3,4,5,6,7,8,9
0,1.0,0.8388803144120812,0.19150762994613577,0.7414221322036789,0.6953247482173945,0.799944343127105,0.763417549835505,0.7576836240745625,0.7882508571988833,0.37616764695018245
1,0.8388803144120812,1.0,0.1882114873499061,0.7070639835124671,0.6901822708341263,0.8252151300505629,0.8092835675013821,0.7497592449029169,0.8213788005085015,0.38305673987272226
2,0.19150762994613577,0.1882114873499061,1.0,0.15952084448463077,0.15313433595472464,0.188603240689097,0.19126852254675733,0.19734726634130467,0.19030224330798512,0.08507018607767756
3,0.7414221322036789,0.7070639835124671,0.15952084448463077,1.0,0.5430393267138135,0.6623477017868842,0.6170186967277395,0.657659300547433,0.6382780915506895,0.3317488639928738
4,0.6953247482173945,0.6901822708341263,0.15313433595472464,0.5430393267138135,1.0,0.6537382554936756,0.6530159720111861,0.6044767252002767,0.6590712687512037,0.29376311834580293
5,0.799944343127105,0.8252151300505629,0.188603240689097,0.6623477017868842,0.6537382554936756,1.0,0.7470935581750371,0.6683222369876771,0.7691249321847784,0.3753794602597094
6,0.763417549835505,0.8092835675013821,0.19126852254675733,0.6170186967277395,0.6530159720111861,0.7470935581750371,1.0,0.779578570774974,0.8041478626409224,0.35888791157552286
7,0.7576836240745625,0.7497592449029169,0.19734726634130467,0.657659300547433,0.6044767252002767,0.6683222369876771,0.779578570774974,1.0,0.7885239591889628,0.3658798792034633
8,0.7882508571988833,0.8213788005085015,0.19030224330798512,0.6382780915506895,0.6590712687512037,0.7691249321847784,0.8041478626409224,0.7885239591889628,1.0,0.35810815234367405
9,0.37616764695018245,0.38305673987272226,0.08507018607767756,0.3317488639928738,0.29376311834580293,0.3753794602597094,0.35888791157552286,0.3658798792034633,0.35810815234367405,1.0
